measured_at,run_id,backend,page,trait,cer,problem,structure,backend_status,prompt_sha,render_version,endpoint,served_by,prompt_tokens,completion_tokens,reasoning_tokens,cost
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,11,numbers,0.026087,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,12,special-chars,0.008403,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,13,corrections,0.150442,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.009615,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,08,diagram,0.354167,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,10,dense,0.005945,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,11,numbers,0.037681,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,12,special-chars,0.028011,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,13,corrections,0.185841,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/anthropic/claude-sonnet-5,14,margin-note,0.189744,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,02,rushed-prose,0.010000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,04,numbered-list,0.022436,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,05,table,0.036810,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,06,formula,0.041667,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,07,mixed-language,0.014320,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,08,diagram,0.145833,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,10,dense,0.009512,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,11,numbers,0.043478,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,12,special-chars,0.014006,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,13,corrections,0.115044,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/google/gemini-2.5-flash,14,margin-note,0.197436,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,02,rushed-prose,0.018000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,04,numbered-list,0.003205,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,06,formula,0.315476,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,07,mixed-language,0.002387,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,08,diagram,0.229167,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,10,dense,0.005945,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,11,numbers,0.028986,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,12,special-chars,0.030812,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,13,corrections,0.150442,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-01T08:31:43.292Z,33487244293,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.009615,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.004773,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,08,diagram,0.354167,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,10,dense,0.005945,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,11,numbers,0.034783,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,12,special-chars,0.028011,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,13,corrections,0.185841,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/anthropic/claude-sonnet-5,14,margin-note,0.189744,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,02,rushed-prose,0.014000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,03,bulleted-list,0.020408,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,04,numbered-list,0.000000,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,05,table,0.036810,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,06,formula,0.035714,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,07,mixed-language,0.004773,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,08,diagram,0.145833,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,10,dense,0.005945,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,11,numbers,0.084058,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,12,special-chars,0.016807,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,13,corrections,0.084071,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/google/gemini-2.5-flash,14,margin-note,0.197436,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,02,rushed-prose,0.002000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,04,numbered-list,0.012821,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,06,formula,0.220238,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,07,mixed-language,0.002387,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,08,diagram,0.416667,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,10,dense,0.005945,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,11,numbers,0.031884,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,12,special-chars,0.030812,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,13,corrections,0.146018,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-02T07:49:16.178Z,33605253013,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.009615,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,05,table,0.036810,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.004773,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,08,diagram,0.187500,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,10,dense,0.002378,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,11,numbers,0.034783,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,12,special-chars,0.030812,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,13,corrections,0.185841,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/anthropic/claude-sonnet-5,14,margin-note,0.189744,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,02,rushed-prose,0.010000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,04,numbered-list,0.022436,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,05,table,0.042945,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,06,formula,0.047619,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,07,mixed-language,0.016706,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,08,diagram,0.145833,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,10,dense,0.007134,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,11,numbers,0.037681,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,12,special-chars,0.025210,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,13,corrections,0.115044,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/google/gemini-2.5-flash,14,margin-note,0.194872,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,02,rushed-prose,0.018000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,03,bulleted-list,0.000000,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,04,numbered-list,0.012821,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,06,formula,0.285714,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,07,mixed-language,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,08,diagram,0.229167,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,10,dense,0.008323,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,11,numbers,0.028986,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,12,special-chars,0.025210,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,13,corrections,0.137168,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-03T07:57:49.137Z,33730579006,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.009615,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.004773,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,08,diagram,0.187500,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,10,dense,0.002378,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,11,numbers,0.037681,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,12,special-chars,0.025210,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,13,corrections,0.185841,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/anthropic/claude-sonnet-5,14,margin-note,0.189744,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,02,rushed-prose,0.010000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,03,bulleted-list,0.020408,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,04,numbered-list,0.000000,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,05,table,0.049080,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,06,formula,0.083333,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,07,mixed-language,0.019093,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,08,diagram,0.145833,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,10,dense,0.008323,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,11,numbers,0.072464,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,12,special-chars,0.008403,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,13,corrections,0.123894,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/google/gemini-2.5-flash,14,margin-note,0.197436,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,02,rushed-prose,0.022000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,04,numbered-list,0.025641,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,06,formula,0.285714,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,07,mixed-language,0.002387,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,08,diagram,0.270833,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,10,dense,0.013080,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,11,numbers,0.031884,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,12,special-chars,0.030812,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,13,corrections,0.146018,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-04T07:54:31.003Z,33850620853,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.006000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.009615,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,08,diagram,0.375000,,,pass,635b0b92a4432be2,31,,,,,,
2026-09-05T07:34:43.304Z,33952832906,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
